1488373799,440986751,-5.537798,-1.013156,8.837759,0.543224,-1.207349,0.618199,12,approach
1488373799,450987344,-5.264974,-1.123071,8.862693,0.623679,-1.150945,0.650526,12,approach
1488373799,460978162,-5.596774,-1.104377,8.866844,0.573956,-1.222033,0.624513,12,approach
1488373799,470989027,-5.745602,-0.879439,8.732976,0.593763,-1.246107,0.641420,12,approach
1488373799,480984425,-5.559416,-1.009505,8.624084,0.595535,-1.220530,0.664761,12,approach
1488373799,490983377,-5.455779,-1.061303,8.903806,0.593488,-1.162132,0.677706,12,approach
1488373799,500986352,-5.422791,-0.986039,8.805102,0.603467,-1.160447,0.662896,12,approach
1488373799,510988618,-5.254203,-1.221898,9.080988,0.602574,-1.102885,0.643859,12,approach
1488373799,520982866,-4.955045,-1.212911,9.035658,0.628756,-1.065104,0.654820,12,approach
1488373799,530987104,-5.515488,-1.082186,9.029164,0.574419,-1.164103,0.659760,12,approach
1488373799,540987371,-5.466237,-1.083338,8.797035,0.606126,-1.196883,0.657379,12,approach
1488373799,550979892,-5.648376,-0.979718,8.658525,0.578684,-1.223055,0.634082,12,approach
1488373799,560993001,-5.190565,-1.176882,8.867527,0.606609,-1.111401,0.670662,12,approach
1488373799,570986341,-5.165881,-1.168563,9.152479,0.624063,-1.082331,0.654623,12,approach
1488373799,581012183,-5.332288,-1.085634,8.571191,0.639130,-1.167668,0.650481,12,approach
1488373799,590991186,-5.576765,-1.210391,8.625195,0.619280,-1.201978,0.644849,12,approach
1488373799,600986949,-5.586154,-1.024894,8.815146,0.575322,-1.214197,0.628905,12,approach
1488373799,610986965,-5.196620,-1.177248,9.133412,0.629120,-1.101872,0.649874,12,approach
1488373799,620984867,-5.750749,-1.098314,8.628745,0.567412,-1.251263,0.607399,12,approach
1488373799,630997886,-5.412304,-1.078828,8.896297,0.585475,-1.153087,0.663057,12,approach
1488373799,640980501,-5.176605,-1.097713,8.945029,0.599965,-1.102849,0.669685,12,approach
1488373799,650986672,-5.256953,-1.173834,9.198295,0.626804,-1.109118,0.626362,12,approach
1488373799,660982528,-5.313229,-1.216244,8.915516,0.614224,-1.135506,0.646831,12,approach
1488373799,670987914,-5.484995,-1.108600,8.915985,0.612126,-1.190971,0.637256,12,approach
1488373799,680987613,-5.505252,-0.988955,8.902944,0.573322,-1.190876,0.624892,12,approach
1488373799,690986822,-5.002424,-1.262259,9.254744,0.610640,-1.060025,0.614695,12,approach
1488373799,700987041,-4.911486,-1.282762,8.950348,0.612001,-1.037048,0.660413,12,approach
1488373799,711007145,-5.141491,-1.190816,8.576898,0.593456,-1.128130,0.625930,12,approach
1488373799,720985465,-5.614426,-0.945714,8.550815,0.573643,-1.215046,0.648183,12,approach
1488373799,731001407,-4.955756,-1.188412,9.048535,0.596869,-1.053450,0.642448,12,approach
1488373799,740979759,-5.434517,-1.038518,8.743283,0.546196,-1.151425,0.624430,12,approach
1488373799,750986393,-5.199172,-1.095463,8.571839,0.623710,-1.147016,0.621032,12,approach
1488373799,760981164,-5.621783,-1.009610,8.547870,0.594729,-1.221714,0.626522,12,approach
1488373799,770987027,-5.248003,-1.089153,8.803108,0.538502,-1.132619,0.598095,12,approach
